word,definition,target 1,target 2,target,triviality_1,triviality_2,triviality,nontrivial,body_parts,misleading,lol,animals,people,places
birch,"1. A tree of several species, constituting the genus Betula; as, the white or common birch (B. alba) (also called silver birch and lady birch); the dwarf birch (B. glandulosa); the paper or canoe birch (B. papyracea); the yellow birch (B. lutea); the black or cherry birch (B. lenta). 2. The wood or timber of the birch. 3. A birch twig or birch twigs, used for flogging. Note: The twigs of the common European birch (B. alba), being tough and slender, were formerly much used for rods in schools. They were also made into brooms. The threatening twigs of birch. Shak. 4. A birch-bark canoe. Birch of Jamaica, a species (Bursera gummifera) of turpentine tree. -- Birch partridge. (Zoöl.) See Ruffed grouse. -- Birch wine, wine made of the spring sap of the birch. -- Oil of birch. (a) An oil obtained from the bark of the common European birch (Betula alba), and used in the preparation of genuine ( and sometimes of the imitation) Russia leather, to which it gives its peculiar odor. (b) An oil prepared from the black birch (B. lenta), said to be identical with the oil of wintergreen, for which it is largely sold.

Of or pertaining to the birch; birchen.

To whip with a birch rod or twig; to flog.",birch,,,100,100,100,False,False,False,False,False,False,False
staphylomatous,Of or pertaining to staphyloma; affected with staphyloma.,staphyloma,,,100,100,100,False,False,False,False,False,False,False
national,"1. Of or pertaining to a nation; common to a whole people or race; public; general; as, a national government, language, dress, custom, calamity, etc. 2. Attached to one's own country or nation. National anthem, a popular song or hymn which has become by general acceptance the recognized musical expression of the patriotic sentiment of a nation; as, ""God save the King"" is called the national anthem of England. -- National bank, the official common name of a class of banking corporations established under the laws of the United States. -- National flag. See under Flag. -- National guard, a body of militia, or a local military organization, as in Paris during the French Revolution, or as certain bodies of militia in other European countries and in the United States. -- National salute, a salute consisting of as many guns as there are States in the Union. [U.S.]",nation,,,100,100,100,False,False,False,False,False,False,False
triphthongal,Of or pertaining to a triphthong; consisting of three vowel sounds pronounced together in a single syllable.,triphthong,,,100,100,100,False,False,False,False,False,False,False
postpositional,Of or pertaining to postposition.,postposition,,,100,100,100,False,False,False,False,False,False,False
maxillar,"1. (Anat.)  Pertaining to either the upper or the lower jaw, but now usually applied to the upper jaw only. -- n.  The principal maxillary bone; the maxilla. 2. (Zoöl.)  Of or pertaining to a maxilla.",maxilla,,,100,100,100,False,False,False,False,False,False,False
parotid,"(a) Situated near the ear; -- applied especially to the salivary gland near the ear. (b) Of, pertaining to, or in the region of, the parotid gland. Parotid gland (Anat.), one of the salivary glands situated just in front of or below the ear. It is the largest of the salivary glands in man, and its duct opens into the interior of the mouth opposite the second molar of the upper jaw.

The parotid gland.",parotid gland,,,100,100,100,False,False,False,False,False,False,False
gastrula,"An embryonic form having its origin in the invagination or pushing in of the wall of the planula or blastula (the blastosphere) on one side, thus giving rise to a double-walled sac, with one opening or mouth (the blastopore) which leads into the cavity (the archenteron) lined by the inner wall (the hypoblast). See Illust. under Invagination. In a more general sense, an ideal stage in embryonic development. See Gastræa. -- a.  Of or pertaining to a gastrula.",gastrula,,,100,100,100,False,False,False,False,False,False,False
brimstone,"Sulphur; See Sulphur.

Made of, or pertaining to, brimstone; as, brimstone matches. From his brimstone bed at break of day A-walking the devil has gone. Coleridge.",brimstone,,,100,100,100,False,False,False,False,False,False,False
chronographic,Of or pertaining to a chronograph.,chronograph,,,100,100,100,False,False,False,False,False,False,False
synodical,"1. (Eccl.)  Of or pertaining to a synod; transacted in, or authorized by, a synod; as, synodical proceedings or forms. ""A synodical epistle."" Bp. Stillingfleet. 2. (Astron.)  Pertaining to conjunction, especially to the period between two successive conjunctions; extending from one conjunction, as of the moon or a planet with the sun, to the next; as, a synodical month (see Lunar month, under Month); the synodical revolution of the moon or a planet.",synod,,,100,100,100,False,False,False,False,False,False,False
hazel,"1. (Bot.)  A shrub or small tree of the genus Corylus, as the C. avellana, bearing a nut containing a kernel of a mild, farinaceous taste; the filbert. The American species are C. Americana, which produces the common hazelnut, and C. rostrata. See Filbert. Gray. 2. A miner's name for freestone. Raymond. Hazel earth, soil suitable for the hazel; a fertile loam. -- Hazel grouse (Zoöl.), a European grouse (Bonasa betulina), allied to the American ruffed grouse. -- Hazel hoe, a kind of grub hoe. -- Witch hazel. See Witch-hazel, and Hamamelis.

1. Consisting of hazels, or of the wood of the hazel; pertaining to, or derived from, the hazel; as, a hazel wand. I sit me down beside the hazel grove. Keble. 2. Of a light brown color, like the hazelnut. ""Thou hast hazel eyes."" Shak.",hazel,,,100,100,100,False,False,False,False,False,False,False
prepositional,"Of or pertaining to a preposition; of the nature of a preposition. Early. -- Prep`o*si""tion*al*ly, adv.",preposition,,,100,100,100,False,False,False,False,False,False,False
horopteric,Of or pertaining to the horopter.,horopter,,,100,100,100,False,False,False,False,False,False,False
expeditionary,"Of or pertaining to an expedition; as, an expeditionary force.",expedition,,,100,100,100,False,False,False,False,False,False,False
nardine,Of or pertaining to nard; having the qualities of nard.,nard,,,100,100,100,False,False,False,False,False,False,False
isobathythermic,Of or pertaining to an isobathytherm; possessing or indicating the same temperature at the same depth.,isobathytherm,,,100,100,100,False,False,False,False,False,False,False
meadow,"1. A tract of low or level land producing grass which is mown for hay; any field on which grass is grown for hay. 2. Low land covered with coarse grass or rank herbage near rives and in marshy places by the sea; as, the salt meadows near Newark Bay.

Of or pertaining to a meadow; of the nature of a meadow; produced, growing, or living in, a meadow. ""Fat meadow ground."" Milton. Note: For many names of plants compounded with meadow, see the particular word in the Vocabulary. Meadow beauty. (Bot.) Same as Deergrass. -- Meadow foxtail (Bot.), a valuable pasture grass (Alopecurus pratensis) resembling timothy, but with softer spikes. -- Meadow grass (Bot.), a name given to several grasses of the genus Poa, common in meadows, and of great value for nay and for pasture. See Grass. -- Meadow hay, a coarse grass, or true sedge, growing in uncultivated swamp or river meadow; -- used as fodder or bedding for cattle, packing for ice, etc. [Local, U. S.] -- Meadow hen. (Zoöl.) (a) The American bittern. See Stake-driver. (b) The American coot (Fulica). (c) The clapper rail. -- Meadow lark (Zoöl.), any species of Sturnella, a genus of American birds allied to the starlings. The common species (S. magna) has a yellow breast with a black crescent. -- Meadow mouse (Zoöl.), any mouse of the genus Arvicola, as the common American species A. riparia; -- called also field mouse, and field vole. -- Meadow mussel (Zoöl.), an American ribbed mussel (Modiola plicatula), very abundant in salt marshes. -- Meadow ore (Min.), bog-iron ore , a kind of limonite. -- Meadow parsnip. (Bot.) See under Parsnip. -- Meadow pink. (Bot.) See under Pink. -- Meadow pipit (Zoöl.), a small singing bird of the genus Anthus, as A. pratensis, of Europe. -- Meadow rue (Bot.), a delicate early plant, of the genus Thalictrum, having compound leaves and numerous white flowers. There are many species. -- Meadow saffron. (Bot.) See under Saffron. -- Meadow sage. (Bot.) See under Sage. -- Meadow saxifrage (Bot.), an umbelliferous plant of Europe (Silaus pratensis), somewhat resembling fennel. -- Meadow snipe (Zoöl.), the common or jack snipe.",meadow,,,100,100,100,False,False,False,False,False,False,False
