word,definition,target 1,target 2,target,triviality_1,triviality_2,triviality,nontrivial,body_parts,misleading,lol,animals,people,places
vegetable,"1. Of or pertaining to plants; having the nature of, or produced by, plants; as, a vegetable nature; vegetable growths, juices, etc. Blooming ambrosial fruit Of vegetable gold. Milton. 2. Consisting of, or comprising, plants; as, the vegetable kingdom. Vegetable alkali (Chem.), an alkaloid. -- Vegetable brimstone. (Bot.) See Vegetable sulphur, below. -- Vegetable butter (Bot.), a name of several kinds of concrete vegetable oil; as that produced by the Indian butter tree, the African shea tree, and the Pentadesma butyracea, a tree of the order Guttiferæ, also African. Still another kind is pressed from the seeds of cocoa (Theobroma). -- Vegetable flannel, a textile material, manufactured in Germany from pine-needle wool, a down or fiber obtained from the leaves of the Pinus sylvestris. -- Vegetable ivory. See Ivory nut, under Ivory. -- Vegetable jelly. See Pectin. -- Vegetable kingdom. (Nat. Hist.) See the last Phrase, below. -- Vegetable leather. (a) (Bot.) A shrubby West Indian spurge (Euphorbia punicea), with leathery foliage and crimson bracts. (b) See Vegetable leather, under Leather. -- Vegetable marrow (Bot.), an egg-shaped gourd, commonly eight to ten inches long. It is noted for the very tender quality of its flesh, and is a favorite culinary vegetable in England. It has been said to be of Persian origin, but is now thought to have been derived from a form of the American pumpkin. -- Vegetable oyster (Bot.), the oyster plant. See under Oyster. -- Vegetable parchment, papyrine. -- Vegetable sheep (Bot.), a white woolly plant (Raoulia eximia) of New Zealand, which grows in the form of large fleecy cushions on the mountains. -- Vegetable silk, a cottonlike, fibrous material obtained from the coating of the seeds of a Brazilian tree (Chorisia speciosa). It us used for various purposes, as for stuffing, and the like, but is incapable of being spun on account of a want of cohesion among the fibers. -- Vegetable sponge. See 1st Loof. -- Vegetable sulphur, the fine highly inflammable spores of the club moss (Lycopodium clavatum); witch. -- Vegetable tallow, a substance resembling tallow, obtained from various plants; as, Chinese vegetable tallow, obtained from the seeds of the tallow tree. Indian vegetable tallow is a name sometimes given to piney tallow. -- Vegetable wax, a waxy excretion on the leaves or fruits of certain plants, as the bayberry. Vegetable kingdom (Nat. Hist.), that primary division of living things which includes all plants. The classes of the vegetable kingdom have been grouped differently by various botanists. The following is one of the best of the many arrangements of the principal subdivisions. I. Phænogamia (called also Phanerogamia).  Plants having distinct flowers and true seeds. { 1. Dicotyledons (called also Exogens). -- Seeds with two or more cotyledons. Stems with the pith, woody fiber, and bark concentrically arranged. Divided into two subclasses: Angiosperms, having the woody fiber interspersed with dotted or annular ducts, and the seed contained in a true ovary; Gymnosperms, having few or no ducts in the woody fiber, and the seeds naked. 2. Monocotyledons (called also Endogens). -- Seeds with single cotyledon. Stems with slender bundles of woody fiber not concentrically arranged, and with no true bark.} II. Cryptogamia.  Plants without true flowers, and reproduced by minute spores of various kinds, or by simple cell division. { 1. Acrogens. -- Plants usually with distinct stems and leaves, existing in two alternate conditions, one of which is nonsexual and sporophoric, the other sexual and oöphoric. Divided into Vascular Acrogens, or Pteridophyta, having the sporophoric plant conspicuous and consisting partly of vascular tissue, as in Ferns, Lycopods, and Equiseta, and Cellular Acrogens, or Bryophyta, having the sexual plant most conspicuous, but destitute of vascular tissue, as in Mosses and Scale Mosses. 2. Thallogens. -- Plants without distinct stem and leaves, consisting of a simple or branched mass of cellular tissue, or educed to a single cell. Reproduction effected variously. Divided into Algæ, which contain chlorophyll or its equivalent, and which live upon air and water, and Fungi, which contain no chlorophyll, and live on organic matter. (Lichens are now believed to be fungi parasitic on included algæ.} Note: Many botanists divide the Phænogamia primarily into Gymnosperms and Angiosperms, and the latter into Dicotyledons and Monocotyledons. Others consider Pteridophyta and Bryophyta to be separate classes. Thallogens are variously divided by different writers, and the places for diatoms, slime molds, and stoneworts are altogether uncertain. For definitions, see these names in the Vocabulary.",plants,,plants,17,100,17,True,False,False,False,False,False,False
jugular,"1. (Anat.) (a) Of or pertaining to the throat or neck; as, the jugular vein. (b) Of or pertaining to the jugular vein; as, the jugular foramen. 2. (Zoöl.)  Having the ventral fins beneath the throat; -- said of certain fishes.

1. (Anat.)  One of the large veins which return the blood from the head to the heart through two chief trunks, an external and an internal, on each side of the neck; -- called also the jugular vein. 2. (Zoöl.)  Any fish which has the ventral fins situated forward of the pectoral fins, or beneath the throat; one of a division of fishes (Jugulares).",throat or neck,jugular vein,throat or neck,29,100,29,True,False,False,False,False,False,False
mammiferous,"Having breasts; of, pertaining to, or derived from, the Mammalia.",Mammalia,,Mammalia,50,100,50,True,False,False,False,False,False,False
independent,"1. Not dependent; free; not subject to control by others; not relying on others; not subordinate; as, few men are wholly independent. A dry, but independent crust. Cowper. 2. Affording a comfortable livelihood; as, an independent property. 3. Not subject to bias or influence; not obsequious; self-directing; as, a man of an independent mind. 4. Expressing or indicating the feeling of independence; free; easy; bold; unconstrained; as, an independent air or manner. 5. Separate from; exclusive; irrespective. That obligation in general, under which we conceive ourselves bound to obey a law, independent of those resources which the law provides for its own enforcement. R. P. Ward. 6. (Eccl.)  Belonging or pertaining to, or holding to the doctrines or methods of, the Independents. 7. (Math.)  Not dependent upon another quantity in respect to value or rate of variation; -- said of quantities or functions. 8. (U. S. Politics)  Not bound by party; exercising a free choice in voting with either or any party. Independent company (Mil.), one not incorporated in any regiment. -- Independent seconds watch, a stop watch having a second hand driven by a separate set of wheels, springs, etc., for timing to a fraction of a second. -- Independent variable. (Math.) See Dependent variable, under Dependent. Syn. -- Free; uncontrolled; separate; uncoerced; self-reliant; bold; unconstrained; unrestricted.

1. (Eccl.)  One who believes that an organized Christian church is complete in itself, competent to self-government, and independent of all ecclesiastical authority. Note: In England the name is often applied (commonly in the pl.) to the Congregationalists. 2. (Politics)  One who does not acknowledge an obligation to support a party's candidate under all circumstances; one who exercises liberty in voting.",holding to the doctrines or methods of,,holding to the doctrines or methods of,36,100,36,True,False,False,False,False,False,False
vexillary,"1. Of or pertaining to an ensign or standard. 2. (Bot.)  Of or pertaining to the vexillum, or upper petal of papilionaceous flowers. Vexilary æstivation (Bot.), a mode of æstivation in which one large upper petal folds over, and covers, the other smaller petals, as in most papilionaceous plants.

A standard bearer. Tennyson.",ensign or standard,vexillum,ensign or standard,33,75,33,True,False,False,False,False,False,False
oscan,"Of or pertaining to the Osci, a primitive people of Campania, a province of ancient Italy. -- n.  The language of the Osci.",Osci,,Osci,50,100,50,True,False,False,False,False,False,False
thematic,"1. (Gram.)  Of or pertaining to the theme of a word. See Theme, n., 4. 2. (Mus.)  Of or pertaining to a theme, or subject. Thematic catalogue (Mus.), a catalogue of musical works which, besides the title and other particulars, gives in notes the theme, or first few measures, of the whole work or of its several movements.",theme of a word,theme,theme of a word,50,80,50,True,False,False,False,False,False,False
cervical,"Of or pertaining to the neck; as, the cervical vertebræ.",neck,,neck,33,100,33,True,False,False,False,False,False,False
oriskany,"Designating, or pertaining to, certain beds, chiefly limestone, characteristic of the latest period of the Silurian age. Oriskany period, a subdivision of the American Paleozoic system intermediate or translational in character between the Silurian and Devonian ages. See Chart of Geology.",certain beds,latest period of the Silurian age,certain beds,38,50,38,True,False,False,False,False,False,False
recto-uterine,Of or pertaining to both the rectum and the uterus.,both the rectum and the uterus,,both the rectum and the uterus,46,100,46,True,False,False,False,False,False,False
crural,"Of or pertaining to the thigh or leg, or to any of the parts called crura; as, the crural arteries; crural arch; crural canal; crural ring.",thigh or leg,,thigh or leg,33,100,33,True,True,False,False,False,False,False
molar,"Of or pertaining to a mass of matter; -- said of the properties or motions of masses, as distinguished from those of molecules or atoms. Carpenter.

Having power to grind; grinding; as, the molar teeth; also, of or pertaining to the molar teeth. Bacon.

Any one of the teeth back of the incisors and canines. The molar which replace the deciduous or milk teeth are designated as premolars, and those which are not preceded by deciduous teeth are sometimes called true molars. See Tooth.",mass of matter,molar teeth,mass of matter,42,100,42,True,False,False,False,False,False,False
nosocomial,"Of or pertaining to a hospital; as, nosocomial atmosphere. Dunglison.",hospital,,hospital,56,100,56,True,False,False,False,False,False,False
wardian,"Designating, or pertaining to, a kind of glass inclosure for keeping ferns, mosses, etc., or for transporting growing plants from a distance; as, a Wardian case of plants; -- so named from the inventor, Nathaniel B. Ward, an Englishman.",kind of glass inclosure for keeping ferns,,kind of glass inclosure for keeping ferns,43,100,43,True,False,False,False,False,False,False
metavanadic,"Of, pertaining to, or designating, a vanadic acid analogous to metaphosphoric acid.",vanadic acid analogous to metaphosphoric acid,,vanadic acid analogous to metaphosphoric acid,36,100,36,True,False,False,False,False,False,False
rhodian,"Of or pertaining to Rhodes, an island of the Mediterranean. -- n.  A native or inhabitant of Rhodes.",Rhodes,,Rhodes,50,100,50,True,False,False,False,False,False,True
columnar,"Formed in columns; having the form of a column or columns; like the shaft of a column. Columnar epithelium (Anat.), epithelium in which the cells are priismatic in form, and set upright on the surface they cover. -- Columnar structure (Geol.), a structure consisting of more or less regular columns, usually six-sided, but sometimes with eight or more sides. The columns are often fractured transversely, with a cup joint, showing a concave surface above. This structure is characteristic of certain igneous rocks, as basalt, and is due to contraction in cooling.",certain igneous rocks,,certain igneous rocks,38,100,38,True,False,False,False,False,False,False
